source,target,sw
27040,14431,4790
27040,27302,5951
27040,14196,5962
27040,14247,5932
27040,27232,4663
27040,27286,5946
27040,27417,5947
27040,14019,5958
27040,14458,5954
27040,13760,5951
27040,14457,5926
27040,13944,5848
27040,27418,4516
27040,14177,5774
27040,14078,4516
27040,27364,5797
27040,14433,5906
27040,14553,5906
27040,26979,5876
27040,14274,5671
27040,14517,5787
27040,27053,4302
27040,14254,4797
27040,27206,5557
27040,14270,5647
27040,27249,4684
27040,27239,4916
27040,14681,5569
27040,14173,4586
27040,13971,4031
27040,27250,4980
27040,13954,3939
27040,27303,5172
27040,14285,5182
27040,14028,5153
27040,14006,5152
27040,27049,4979
27040,14498,4975
27040,27190,4866
27040,27285,4656
27040,14072,4450
27040,14051,4763
27040,14020,4410
27040,13955,2971
27040,27291,4422
27040,27262,4281
27040,27403,4242
27040,14377,4233
27040,14511,4193
27040,27072,4208
27040,27402,4221
14518,27255,6275
14518,27238,5409
14518,14234,5318
14518,14210,5126
14518,14175,6617
14518,27221,4939
14518,14235,4836
14518,14040,4612
14518,14431,4640
14518,27302,6058
14518,14196,6071
14518,14247,6037
14518,27232,4517
14518,27286,6055
14518,27417,6052
14518,14019,6061
14518,14458,6065
14518,13760,6057
14518,14457,6031
14518,13944,5953
14518,27418,4370
14518,14177,5879
14518,14078,4368
14518,27364,5908
14518,14433,5914
14518,14553,5912
14518,26979,5878
14518,14274,5782
14518,14517,5799
14518,27053,4152
14518,14254,4649
14518,27206,5658
14518,14270,5651
14518,27249,4538
14518,27239,4770
14518,14681,5579
14518,14173,4442
14518,13971,3885
14518,27250,4836
14518,13954,3790
14518,27303,5275
14518,14285,5289
14518,14028,5157
14518,14006,5152
14518,27049,4983
14518,14498,4977
14518,27190,4866
14518,27285,4765
14518,14072,4298
14518,14051,4765
14518,14020,4515
14518,13955,2823
14518,27291,4422
14518,27262,4388
14518,27403,4345
14518,14377,4342
14518,14511,4304
14518,27072,4317
14518,27402,4326
27255,27238,6271
27255,14234,6178
27255,14210,5988
27255,14175,5760
27255,27221,5797
27255,14235,5686
27255,14040,5466
27255,14431,5494
27255,27302,5155
27255,14196,5164
27255,14247,5132
27255,27232,5371
27255,27286,5152
27255,27417,5148
27255,14019,5156
27255,14458,5158
27255,13760,5151
27255,14457,5128
27255,13944,5054
27255,27418,5224
27255,14177,4976
27255,14078,5224
27255,27364,4999
27255,14433,5156
27255,14553,5152
27255,26979,5158
27255,14274,4875
27255,14517,5157
27255,27053,5004
27255,14254,5503
27255,27206,4757
27255,14270,5112
27255,27249,5390
27255,27239,5567
27255,14681,4952
27255,14173,5292
27255,13971,4737
27255,27250,5512
27255,13954,4645
27255,27303,4372
27255,14285,4388
27255,14028,5147
27255,14006,5144
27255,27049,4973
27255,14498,4969
27255,27190,4862
27255,27285,3862
27255,14072,4755
27255,14051,4757
27255,14020,3616
27255,13955,3677
27255,27291,4420
27255,27262,3493
27255,27403,3450
27255,14377,3446
27255,14511,3409
27255,27072,3418
27255,27402,3433
27238,14234,6889
27238,14210,6699
27238,14175,4897
27238,27221,6512
27238,14235,6378
27238,14040,6179
27238,14431,6211
27238,27302,4287
27238,14196,4296
27238,14247,4266
27238,27232,6092
27238,27286,4280
27238,27417,4283
27238,14019,4292
27238,14458,4288
27238,13760,4287
27238,14457,4262
27238,13944,4182
27238,27418,5943
27238,14177,4108
27238,14078,5937
27238,27364,4133
27238,14433,4292
27238,14553,4290
27238,26979,4292
27238,14274,4007
27238,14517,4293
27238,27053,5725
27238,14254,5703
27238,27206,3891
27238,14270,4246
27238,27249,5615
27238,27239,5581
27238,14681,4086
27238,14173,5569
27238,13971,5458
27238,27250,5524
27238,13954,5370
27238,27303,3504
27238,14285,3516
27238,14028,4293
27238,14006,4292
27238,27049,4288
27238,14498,4284
27238,27190,4173
27238,27285,2990
27238,14072,4771
27238,14051,4290
27238,14020,2744
27238,13955,4398
27238,27291,4430
27238,27262,2617
27238,27403,2574
27238,14377,2571
27238,14511,2533
27238,27072,2538
27238,27402,2559
14234,14210,6722
14234,14175,4805
14234,27221,6568
14234,14235,6376
14234,14040,6213
14234,14431,6212
14234,27302,4196
14234,14196,4203
14234,14247,4175
14234,27232,6116
14234,27286,4189
14234,27417,4192
14234,14019,4199
14234,14458,4197
14234,13760,4194
14234,14457,4171
14234,13944,4091
14234,27418,5951
14234,14177,4019
14234,14078,5951
14234,27364,4040
14234,14433,4201
14234,14553,4199
14234,26979,4203
14234,14274,3918
14234,14517,4202
14234,27053,5730
14234,14254,5699
14234,27206,3798
14234,14270,4155
14234,27249,5609
14234,27239,5577
14234,14681,3993
14234,14173,5563
14234,13971,5521
14234,27250,5522
14234,13954,5376
14234,27303,3415
14234,14285,3427
14234,14028,4202
14234,14006,4201
14234,27049,4197
14234,14498,4193
14234,27190,4080
14234,27285,2901
14234,14072,4769
14234,14051,4195
14234,14020,2657
14234,13955,4442
14234,27291,4426
14234,27262,2530
14234,27403,2485
14234,14377,2484
14234,14511,2446
14234,27072,2453
14234,27402,2472
14210,14175,4613
14210,27221,6535
14210,14235,6376
14210,14040,6202
14210,14431,6216
14210,27302,4006
14210,14196,4013
14210,14247,3983
14210,27232,6105
14210,27286,3997
14210,27417,4006
14210,14019,4009
14210,14458,4005
14210,13760,4004
14210,14457,3979
14210,13944,3905
14210,27418,5951
14210,14177,3825
14210,14078,5951
14210,27364,3848
14210,14433,4015
14210,14553,4011
14210,26979,4009
14210,14274,3722
14210,14517,4010
14210,27053,5734
14210,14254,5697
14210,27206,3604
14210,14270,3963
14210,27249,5609
14210,27239,5573
14210,14681,3803
14210,14173,5563
14210,13971,5479
14210,27250,5522
14210,13954,5380
14210,27303,3223
14210,14285,3233
14210,14028,4010
14210,14006,4009
14210,27049,4007
14210,14498,4001
14210,27190,3890
14210,27285,2705
14210,14072,4767
14210,14051,4005
14210,14020,2463
14210,13955,4427
14210,27291,4422
14210,27262,2334
14210,27403,2289
14210,14377,2286
14210,14511,2248
14210,27072,2253
14210,27402,2274
14175,27221,4423
14175,14235,4323
14175,14040,4099
14175,14431,4129
14175,27302,6004
14175,14196,6019
14175,14247,5987
14175,27232,4002
14175,27286,6003
14175,27417,5998
14175,14019,6011
14175,14458,6015
14175,13760,6010
14175,14457,5983
14175,13944,5901
14175,27418,3867
14175,14177,5827
14175,14078,3855
14175,27364,5854
14175,14433,5906
14175,14553,5910
14175,26979,5872
14175,14274,5728
14175,14517,5797
14175,27053,3633
14175,14254,4140
14175,27206,5614
14175,14270,5645
14175,27249,4029
14175,27239,4261
14175,14681,5577
14175,14173,3931
14175,13971,3368
14175,27250,4323
14175,13954,3274
14175,27303,5227
14175,14285,5235
14175,14028,5153
14175,14006,5148
14175,27049,4979
14175,14498,4977
14175,27190,4864
14175,27285,4713
14175,14072,3785
14175,14051,4769
14175,14020,4467
14175,13955,2308
14175,27291,3967
14175,27262,4338
14175,27403,4295
14175,14377,4294
14175,14511,4256
14175,27072,4263
14175,27402,4278
27221,14235,6384
27221,14040,6221
27221,14431,6222
27221,27302,3813
27221,14196,3820
27221,14247,3792
27221,27232,6128
27221,27286,3806
27221,27417,3809
27221,14019,3816
27221,14458,3814
27221,13760,3811
27221,14457,3788
27221,13944,3708
27221,27418,5961
27221,14177,3634
27221,14078,5961
27221,27364,3655
27221,14433,3818
27221,14553,3820
27221,26979,3818
27221,14274,3531
27221,14517,3819
27221,27053,5740
27221,14254,5709
27221,27206,3413
27221,14270,3774
27221,27249,5621
27221,27239,5585
27221,14681,3614
27221,14173,5573
27221,13971,5518
27221,27250,5528
27221,13954,5384
27221,27303,3032
27221,14285,3040
27221,14028,3817
27221,14006,3816
27221,27049,3814
27221,14498,3810
27221,27190,3699
27221,27285,2516
27221,14072,4775
27221,14051,3814
27221,14020,2274
27221,13955,4450
27221,27291,4432
27221,27262,2145
27221,27403,2099
27221,14377,2099
27221,14511,2061
27221,27072,2066
27221,27402,2087
14235,14040,6156
14235,14431,6184
14235,27302,3710
14235,14196,3723
14235,14247,3689
14235,27232,6065
14235,27286,3705
14235,27417,3706
14235,14019,3713
14235,14458,3717
14235,13760,3712
14235,14457,3685
14235,13944,3605
14235,27418,5922
14235,14177,3533
14235,14078,5914
14235,27364,3558
14235,14433,3719
14235,14553,3721
14235,26979,3715
14235,14274,3432
14235,14517,3720
14235,27053,5700
14235,14254,5699
14235,27206,3316
14235,14270,3671
14235,27249,5611
14235,27239,5583
14235,14681,3513
14235,14173,5567
14235,13971,5435
14235,27250,5522
14235,13954,5344
14235,27303,2925
14235,14285,2941
14235,14028,3718
14235,14006,3713
14235,27049,3715
14235,14498,3711
14235,27190,3598
14235,27285,2415
14235,14072,4769
14235,14051,3713
14235,14020,2165
14235,13955,4373
14235,27291,4426
14235,27262,2040
14235,27403,1993
14235,14377,1996
14235,14511,1960
14235,27072,1963
14235,27402,1980
14040,14431,6186
14040,27302,3492
14040,14196,3503
14040,14247,3471
14040,27232,6114
14040,27286,3487
14040,27417,3486
14040,14019,3495
14040,14458,3495
14040,13760,3494
14040,14457,3467
14040,13944,3387
14040,27418,5951
14040,14177,3313
14040,14078,5951
14040,27364,3338
14040,14433,3501
14040,14553,3499
14040,26979,3497
14040,14274,3212
14040,14517,3500
14040,27053,5724
14040,14254,5666
14040,27206,3094
14040,14270,3455
14040,27249,5607
14040,27239,5417
14040,14681,3293
14040,14173,5563
14040,13971,5490
14040,27250,5300
14040,13954,5374
14040,27303,2711
14040,14285,2725
14040,14028,3498
14040,14006,3495
14040,27049,3497
14040,14498,3493
14040,27190,3380
14040,27285,2195
14040,14072,4759
14040,14051,3495
14040,14020,1949
14040,13955,4426
14040,27291,4418
14040,27262,1822
14040,27403,1777
14040,14377,1778
14040,14511,1740
14040,27072,1745
14040,27402,1762
14431,27302,3522
14431,14196,3527
14431,14247,3501
14431,27232,6089
14431,27286,3511
14431,27417,3516
14431,14019,3523
14431,14458,3521
14431,13760,3520
14431,14457,3497
14431,13944,3417
14431,27418,5944
14431,14177,3341
14431,14078,5938
14431,27364,3364
14431,14433,3527
14431,14553,3523
14431,26979,3523
14431,14274,3238
14431,14517,3524
14431,27053,5726
14431,14254,5694
14431,27206,3120
14431,14270,3479
14431,27249,5613
14431,27239,5449
14431,14681,3317
14431,14173,5569
14431,13971,5459
14431,27250,5328
14431,13954,5371
14431,27303,2737
14431,14285,2749
14431,14028,3522
14431,14006,3523
14431,27049,3519
14431,14498,3517
14431,27190,3404
14431,27285,2221
14431,14072,4769
14431,14051,3519
14431,14020,1979
14431,13955,4399
14431,27291,4430
14431,27262,1850
14431,27403,1803
14431,14377,1802
14431,14511,1766
14431,27072,1769
14431,27402,1788
27302,14196,6151
27302,14247,6125
27302,27232,3389
27302,27286,6081
27302,27417,6068
27302,14019,6068
27302,14458,6061
27302,13760,6052
27302,14457,6043
27302,13944,5998
27302,27418,3246
27302,14177,5948
27302,14078,3244
27302,27364,5922
27302,14433,5907
27302,14553,5903
27302,26979,5873
27302,14274,5814
27302,14517,5787
27302,27053,3030
27302,14254,3527
27302,27206,5653
27302,14270,5648
27302,27249,3414
27302,27239,3650
27302,14681,5570
27302,14173,3315
27302,13971,2759
27302,27250,3714
27302,13954,2667
27302,27303,5322
27302,14285,5295
27302,14028,5150
27302,14006,5149
27302,27049,4976
27302,14498,4972
27302,27190,4861
27302,27285,4793
27302,14072,3176
27302,14051,4760
27302,14020,4569
27302,13955,1697
27302,27291,3352
27302,27262,4426
27302,27403,4406
27302,14377,4377
27302,14511,4352
27302,27072,4337
27302,27402,4352
14196,14247,6131
14196,27232,3398
14196,27286,6091
14196,27417,6076
14196,14019,6076
14196,14458,6075
14196,13760,6062
14196,14457,6051
14196,13944,6005
14196,27418,3255
14196,14177,5955
14196,14078,3251
14196,27364,5935
14196,14433,5917
14196,14553,5915
14196,26979,5881
14196,14274,5827
14196,14517,5804
14196,27053,3037
14196,14254,3540
14196,27206,5664
14196,14270,5660
14196,27249,3427
14196,27239,3661
14196,14681,5583
14196,14173,3326
14196,13971,2770
14196,27250,3724
14196,13954,2674
14196,27303,5324
14196,14285,5305
14196,14028,5162
14196,14006,5155
14196,27049,4988
14196,14498,4982
14196,27190,4872
14196,27285,4797
14196,14072,3183
14196,14051,4770
14196,14020,4569
14196,13955,1706
14196,27291,3361
14196,27262,4424
14196,27403,4406
14196,14377,4381
14196,14511,4356
14196,27072,4341
14196,27402,4354
14247,27232,3368
14247,27286,6068
14247,27417,6054
14247,14019,6055
14247,14458,6046
14247,13760,6033
14247,14457,6044
14247,13944,5995
14247,27418,3225
14247,14177,5945
14247,14078,3221
14247,27364,5923
14247,14433,5886
14247,14553,5888
14247,26979,5853
14247,14274,5813
14247,14517,5772
14247,27053,3011
14247,14254,3508
14247,27206,5650
14247,14270,5641
14247,27249,3395
14247,27239,3631
14247,14681,5573
14247,14173,3298
14247,13971,2742
14247,27250,3693
14247,13954,2650
14247,27303,5318
14247,14285,5289
14247,14028,5128
14247,14006,5126
14247,27049,4955
14247,14498,4953
14247,27190,4858
14247,27285,4785
14247,14072,3157
14247,14051,4739
14247,14020,4567
14247,13955,1682
14247,27291,3333
14247,27262,4424
14247,27403,4398
14247,14377,4375
14247,14511,4348
14247,27072,4329
14247,27402,4348
27232,27286,3384
27232,27417,3383
27232,14019,3393
27232,14458,3392
27232,13760,3391
27232,14457,3364
27232,13944,3284
27232,27418,5963
27232,14177,3212
27232,14078,5963
27232,27364,3236
27232,14433,3396
27232,14553,3396
27232,26979,3392
27232,14274,3109
27232,14517,3399
27232,27053,5738
27232,14254,5575
27232,27206,2993
27232,14270,3350
27232,27249,5584
27232,27239,5320
27232,14681,3190
27232,14173,5573
27232,13971,5500
27232,27250,5205
27232,13954,5386
27232,27303,2604
27232,14285,2620
27232,14028,3395
27232,14006,3392
27232,27049,3392
27232,14498,3388
27232,27190,3276
27232,27285,2090
27232,14072,4773
27232,14051,3400
27232,14020,1844
27232,13955,4438
27232,27291,4428
27232,27262,1717
27232,27403,1668
27232,14377,1671
27232,14511,1633
27232,27072,1636
27232,27402,1653
27286,27417,6070
27286,14019,6065
27286,14458,6062
27286,13760,6047
27286,14457,6046
27286,13944,5986
27286,27418,3239
27286,14177,5910
27286,14078,3235
27286,27364,5927
27286,14433,5904
27286,14553,5902
27286,26979,5866
27286,14274,5813
27286,14517,5786
27286,27053,3023
27286,14254,3524
27286,27206,5658
27286,14270,5653
27286,27249,3411
27286,27239,3645
27286,14681,5577
27286,14173,3310
27286,13971,2756
27286,27250,3709
27286,13954,2662
27286,27303,5304
27286,14285,5297
27286,14028,5148
27286,14006,5144
27286,27049,4973
27286,14498,4973
27286,27190,4866
27286,27285,4795
27286,14072,3169
27286,14051,4755
27286,14020,4546
27286,13955,1696
27286,27291,3343
27286,27262,4419
27286,27403,4376
27286,14377,4373
27286,14511,4333
27286,27072,4337
27286,27402,4346
27417,14019,6064
27417,14458,6059
27417,13760,6044
27417,14457,6044
27417,13944,5974
27417,27418,3238
27417,14177,5898
27417,14078,3234
27417,27364,5919
27417,14433,5899
27417,14553,5897
27417,26979,5867
27417,14274,5795
27417,14517,5783
27417,27053,3024
27417,14254,3525
27417,27206,5652
27417,14270,5643
27417,27249,3412
27417,27239,3646
27417,14681,5571
27417,14173,3309
27417,13971,2755
27417,27250,3710
27417,13954,2663
27417,27303,5296
27417,14285,5293
27417,14028,5143
27417,14006,5143
27417,27049,4968
27417,14498,4968
27417,27190,4862
27417,27285,4782
27417,14072,3172
27417,14051,4754
27417,14020,4534
27417,13955,1697
27417,27291,3346
27417,27262,4407
27417,27403,4364
27417,14377,4357
27417,14511,4323
27417,27072,4332
27417,27402,4347
14019,14458,6070
14019,13760,6059
14019,14457,6047
14019,13944,5965
14019,27418,3247
14019,14177,5891
14019,14078,3243
14019,27364,5918
14019,14433,5910
14019,14553,5910
14019,26979,5878
14019,14274,5788
14019,14517,5794
14019,27053,3033
14019,14254,3532
14019,27206,5654
14019,14270,5649
14019,27249,3417
14019,27239,3655
14019,14681,5577
14019,14173,3318
14019,13971,2766
14019,27250,3717
14019,13954,2672
14019,27303,5295
14019,14285,5295
14019,14028,5151
14019,14006,5150
14019,27049,4979
14019,14498,4977
14019,27190,4868
14019,27285,4771
14019,14072,3179
14019,14051,4763
14019,14020,4531
14019,13955,1706
14019,27291,3355
14019,27262,4400
14019,27403,4355
14019,14377,4352
14019,14511,4314
14019,27072,4321
14019,27402,4340
14458,13760,6059
14458,14457,6044
14458,13944,5962
14458,27418,3249
14458,14177,5886
14458,14078,3243
14458,27364,5919
14458,14433,5910
14458,14553,5912
14458,26979,5874
14458,14274,5787
14458,14517,5797
14458,27053,3031
14458,14254,3532
14458,27206,5662
14458,14270,5651
14458,27249,3419
14458,27239,3653
14458,14681,5581
14458,14173,3318
14458,13971,2764
14458,27250,3719
14458,13954,2670
14458,27303,5286
14458,14285,5295
14458,14028,5156
14458,14006,5148
14458,27049,4981
14458,14498,4979
14458,27190,4870
14458,27285,4772
14458,14072,3175
14458,14051,4765
14458,14020,4526
14458,13955,1702
14458,27291,3351
14458,27262,4399
14458,27403,4352
14458,14377,4353
14458,14511,4313
14458,27072,4328
14458,27402,4337
13760,14457,6027
13760,13944,5945
13760,27418,3248
13760,14177,5869
13760,14078,3242
13760,27364,5900
13760,14433,5909
13760,14553,5913
13760,26979,5875
13760,14274,5772
13760,14517,5793
13760,27053,3030
13760,14254,3533
13760,27206,5653
13760,14270,5646
13760,27249,3417
13760,27239,3650
13760,14681,5576
13760,14173,3317
13760,13971,2763
13760,27250,3718
13760,13954,2667
13760,27303,5273
13760,14285,5285
13760,14028,5148
13760,14006,5145
13760,27049,4976
13760,14498,4974
13760,27190,4865
13760,27285,4764
13760,14072,3174
13760,14051,4760
13760,14020,4516
13760,13955,1699
13760,27291,3350
13760,27262,4389
13760,27403,4342
13760,14377,4343
13760,14511,4305
13760,27072,4314
13760,27402,4331
14457,13944,5960
14457,27418,3219
14457,14177,5886
14457,14078,3215
14457,27364,5915
14457,14433,5882
14457,14553,5884
14457,26979,5850
14457,14274,5783
14457,14517,5766
14457,27053,3007
14457,14254,3504
14457,27206,5646
14457,14270,5643
14457,27249,3391
14457,27239,3627
14457,14681,5573
14457,14173,3290
14457,13971,2738
14457,27250,3689
14457,13954,2646
14457,27303,5288
14457,14285,5289
14457,14028,5124
14457,14006,5122
14457,27049,4949
14457,14498,4949
14457,27190,4858
14457,27285,4768
14457,14072,3151
14457,14051,4733
14457,14020,4526
14457,13955,1680
14457,27291,3327
14457,27262,4399
14457,27403,4354
14457,14377,4351
14457,14511,4313
14457,27072,4332
14457,27402,4341
13944,27418,3139
13944,14177,5929
13944,14078,3135
13944,27364,5927
13944,14433,5808
13944,14553,5802
13944,26979,5774
13944,14274,5821
13944,14517,5686
13944,27053,2925
13944,14254,3424
13944,27206,5656
13944,14270,5582
13944,27249,3309
13944,27239,3547
13944,14681,5579
13944,14173,3210
13944,13971,2654
13944,27250,3609
13944,13954,2562
13944,27303,5324
13944,14285,5297
13944,14028,5044
13944,14006,5042
13944,27049,4871
13944,14498,4871
13944,27190,4868
13944,27285,4793
13944,14072,3071
13944,14051,4655
13944,14020,4565
13944,13955,1594
13944,27291,3247
13944,27262,4424
13944,27403,4395
13944,14377,4375
13944,14511,4348
13944,27072,4335
13944,27402,4350
27418,14177,3065
27418,14078,5953
27418,27364,3090
27418,14433,3251
27418,14553,3251
27418,26979,3247
27418,14274,2964
27418,14517,3252
27418,27053,5736
27418,14254,5426
27418,27206,2848
27418,14270,3205
27418,27249,5443
27418,27239,5181
27418,14681,3045
27418,14173,5498
27418,13971,5474
27418,27250,5062
27418,13954,5380
27418,27303,2459
27418,14285,2475
27418,14028,3250
27418,14006,3247
27418,27049,3247
27418,14498,3243
27418,27190,3132
27418,27285,1951
27418,14072,4769
27418,14051,3251
27418,14020,1701
27418,13955,4415
27418,27291,4322
27418,27262,1572
27418,27403,1527
27418,14377,1530
27418,14511,1492
27418,27072,1495
27418,27402,1514
14177,14078,3061
14177,27364,5906
14177,14433,5730
14177,14553,5728
14177,26979,5696
14177,14274,5817
14177,14517,5612
14177,27053,2851
14177,14254,3348
14177,27206,5652
14177,14270,5507
14177,27249,3237
14177,27239,3471
14177,14681,5571
14177,14173,3138
14177,13971,2578
14177,27250,3533
14177,13954,2486
14177,27303,5322
14177,14285,5293
14177,14028,4968
14177,14006,4970
14177,27049,4795
14177,14498,4797
14177,27190,4794
14177,27285,4787
14177,14072,2997
14177,14051,4579
14177,14020,4565
14177,13955,1526
14177,27291,3171
14177,27262,4422
14177,27403,4400
14177,14377,4371
14177,14511,4348
14177,27072,4331
14177,27402,4346
14078,27364,3088
14078,14433,3247
14078,14553,3247
14078,26979,3243
14078,14274,2962
14078,14517,3248
14078,27053,5736
14078,14254,5420
14078,27206,2842
14078,14270,3203
14078,27249,5439
14078,27239,5173
14078,14681,3043
14078,14173,5492
14078,13971,5480
14078,27250,5057
14078,13954,5380
14078,27303,2455
14078,14285,2471
14078,14028,3246
14078,14006,3245
14078,27049,3243
14078,14498,3241
14078,27190,3128
14078,27285,1945
14078,14072,4771
14078,14051,3247
14078,14020,1697
14078,13955,4420
14078,27291,4318
14078,27262,1568
14078,27403,1521
14078,14377,1524
14078,14511,1486
14078,27072,1489
14078,27402,1506
27364,14433,5757
27364,14553,5755
27364,26979,5719
27364,14274,5801
27364,14517,5641
27364,27053,2874
27364,14254,3373
27364,27206,5656
27364,14270,5534
27364,27249,3262
27364,27239,3496
27364,14681,5579
27364,14173,3163
27364,13971,2607
27364,27250,3562
27364,13954,2511
27364,27303,5302
27364,14285,5297
27364,14028,4995
27364,14006,4993
27364,27049,4826
27364,14498,4822
27364,27190,4823
27364,27285,4786
27364,14072,3020
27364,14051,4608
27364,14020,4540
27364,13955,1549
27364,27291,3196
27364,27262,4413
27364,27403,4366
27364,14377,4369
27364,14511,4329
27364,27072,4337
27364,27402,4352
14433,14553,5904
14433,26979,5870
14433,14274,5629
14433,14517,5796
14433,27053,3037
14433,14254,3540
14433,27206,5513
14433,14270,5650
14433,27249,3423
14433,27239,3657
14433,14681,5575
14433,14173,3324
14433,13971,2770
14433,27250,3723
14433,13954,2674
14433,27303,5122
14433,14285,5138
14433,14028,5155
14433,14006,5150
14433,27049,4983
14433,14498,4981
14433,27190,4870
14433,27285,4612
14433,14072,3181
14433,14051,4767
14433,14020,4362
14433,13955,1706
14433,27291,3357
14433,27262,4233
14433,27403,4192
14433,14377,4189
14433,14511,4151
14433,27072,4162
14433,27402,4173
14553,26979,5868
14553,14274,5627
14553,14517,5792
14553,27053,3037
14553,14254,3536
14553,27206,5513
14553,14270,5655
14553,27249,3423
14553,27239,3657
14553,14681,5579
14553,14173,3324
14553,13971,2768
14553,27250,3723
14553,13954,2672
14553,27303,5124
14553,14285,5136
14553,14028,5153
14553,14006,5148
14553,27049,4979
14553,14498,4977
14553,27190,4866
14553,27285,4614
14553,14072,3179
14553,14051,4765
14553,14020,4366
14553,13955,1704
14553,27291,3355
14553,27262,4237
14553,27403,4192
14553,14377,4195
14553,14511,4155
14553,27072,4161
14553,27402,4175
26979,14274,5593
26979,14517,5790
26979,27053,3035
26979,14254,3532
26979,27206,5477
26979,14270,5647
26979,27249,3419
26979,27239,3657
26979,14681,5575
26979,14173,3320
26979,13971,2766
26979,27250,3719
26979,13954,2674
26979,27303,5092
26979,14285,5106
26979,14028,5159
26979,14006,5154
26979,27049,4979
26979,14498,4979
26979,27190,4866
26979,27285,4578
26979,14072,3181
26979,14051,4763
26979,14020,4332
26979,13955,1704
26979,27291,3357
26979,27262,4205
26979,27403,4162
26979,14377,4155
26979,14511,4117
26979,27072,4126
26979,27402,4143
14274,14517,5509
14274,27053,2750
14274,14254,3249
14274,27206,5660
14274,14270,5408
14274,27249,3138
14274,27239,3372
14274,14681,5499
14274,14173,3039
14274,13971,2481
14274,27250,3436
14274,13954,2387
14274,27303,5312
14274,14285,5293
14274,14028,4871
14274,14006,4869
14274,27049,4698
14274,14498,4696
14274,27190,4698
14274,27285,4789
14274,14072,2896
14274,14051,4484
14274,14020,4556
14274,13955,1421
14274,27291,3070
14274,27262,4418
14274,27403,4386
14274,14377,4377
14274,14511,4343
14274,27072,4337
14274,27402,4346
14517,27053,3038
14517,14254,3537
14517,27206,5395
14517,14270,5652
14517,27249,3424
14517,27239,3658
14517,14681,5579
14517,14173,3323
14517,13971,2771
14517,27250,3725
14517,13954,2675
14517,27303,5008
14517,14285,5018
14517,14028,5155
14517,14006,5150
14517,27049,4981
14517,14498,4979
14517,27190,4868
14517,27285,4492
14517,14072,3182
14517,14051,4767
14517,14020,4248
14517,13955,1707
14517,27291,3356
14517,27262,4119
14517,27403,4076
14517,14377,4075
14517,14511,4037
14517,27072,4044
14517,27402,4059
27053,14254,5204
27053,27206,2630
27053,14270,2989
27053,27249,5219
27053,27239,4957
27053,14681,2829
27053,14173,5278
27053,13971,5463
27053,27250,4840
27053,13954,5371
27053,27303,2247
27053,14285,2259
27053,14028,3034
27053,14006,3035
27053,27049,3031
27053,14498,3029
27053,27190,2916
27053,27285,1733
27053,14072,4615
27053,14051,3031
27053,14020,1489
27053,13955,4404
27053,27291,4100
27053,27262,1360
27053,27403,1315
27053,14377,1314
27053,14511,1276
27053,27072,1279
27053,27402,1300
14254,27206,3131
14254,14270,3492
14254,27249,5588
14254,27239,5454
14254,14681,3328
14254,14173,5490
14254,13971,4939
14254,27250,5337
14254,13954,4845
14254,27303,2744
14254,14285,2760
14254,14028,3535
14254,14006,3532
14254,27049,3532
14254,14498,3529
14254,27190,3415
14254,27285,2232
14254,14072,4763
14254,14051,3532
14254,14020,1986
14254,13955,3877
14254,27291,4424
14254,27262,1857
14254,27403,1810
14254,14377,1813
14254,14511,1775
14254,27072,1780
14254,27402,1795
27206,14270,5292
27206,27249,3018
27206,27239,3254
27206,14681,5384
27206,14173,2919
27206,13971,2361
27206,27250,3318
27206,13954,2267
27206,27303,5264
27206,14285,5278
27206,14028,4753
27206,14006,4747
27206,27049,4582
27206,14498,4580
27206,27190,4582
27206,27285,4756
27206,14072,2776
27206,14051,4365
27206,14020,4506
27206,13955,1303
27206,27291,2952
27206,27262,4382
27206,27403,4339
27206,14377,4336
27206,14511,4302
27206,27072,4311
27206,27402,4320
14270,27249,3383
14270,27239,3611
14270,14681,5493
14270,14173,3276
14270,13971,2724
14270,27250,3677
14270,13954,2630
14270,27303,4903
14270,14285,4921
14270,14028,5110
14270,14006,5106
14270,27049,4935
14270,14498,4935
14270,27190,4861
14270,27285,4399
14270,14072,3135
14270,14051,4725
14270,14020,4145
14270,13955,1662
14270,27291,3309
14270,27262,4016
14270,27403,3975
14270,14377,3970
14270,14511,3932
14270,27072,3946
14270,27402,3954
27249,27239,5345
27249,14681,3217
27249,14173,5513
27249,13971,4956
27249,27250,5232
27249,13954,4862
27249,27303,2631
27249,14285,2647
27249,14028,3422
27249,14006,3419
27249,27049,3419
27249,14498,3415
27249,27190,3302
27249,27285,2122
27249,14072,4761
27249,14051,3421
27249,14020,1875
27249,13955,3900
27249,27291,4420
27249,27262,1746
27249,27403,1699
27249,14377,1702
27249,14511,1666
27249,27072,1669
27249,27402,1686
27239,14681,3449
27239,14173,5247
27239,13971,4690
27239,27250,5460
27239,13954,4598
27239,27303,2867
27239,14285,2881
27239,14028,3656
27239,14006,3655
27239,27049,3653
27239,14498,3649
27239,27190,3536
27239,27285,2353
27239,14072,4763
27239,14051,3653
27239,14020,2109
27239,13955,3632
27239,27291,4424
27239,27262,1980
27239,27403,1933
27239,14377,1936
27239,14511,1898
27239,27072,1900
27239,27402,1920
14681,14173,3118
14681,13971,2564
14681,27250,3519
14681,13954,2468
14681,27303,4997
14681,14285,5007
14681,14028,4950
14681,14006,4944
14681,27049,4775
